"","ASSESSMENT","RECORD_ID","Pollu_ID","STREAM_LAK","STREAM_NAM","LAKE_NAME","BEACH_NAME","LLID_STR_1","LLID_LAKE","SEGMENT_ID","HUC_4TH_NA","HUC_3RD_NA","MILES","RM1","RM2","POLLUTANT","SEASON","SEASON_ID","ASSESSME_1","ASSESSME_2","ACTION","ACTION_ID","NUMERIC_CR","AFFECTED_U","LISTING_ST","STATUS_ID","PREVIOUS_S","PREVIOUS_A","LISTING_YE","TMDL_INFO","CRITERIA","COMMENTS","SUMMARY"
"34",11792,9533,171,"Umatilla River","Umatilla River","","",1193384459144,NA,3258,"Umatilla","Middle Columbia","82 to 88.1",82,88.1,"Habitat Modification","Year Round",3,2002,"11/1/2002","No action",21,4,"Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning","Cat 4C: Water quality limited, not a pollutant",16,"Previous Status: Water quality limited not needing a TMDL","Previous Action: Delisted - Water quality limited, not a pollutant","Previous Assessment Year: 2002","","The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.","","Previous Data:  Re-segment Record 5171. River miles 56 to 82 are within the Umatilla Reservation boundaries. This evaluation pertains to Umatilla River and its tributaries.  Most of watershed streams did not meet the ODFW guidelines.  ODFW Habitat Benchm"
"35",25581,23002,83,"Pacific Ocean","Pacific Ocean","","Harris Beach State Park",1240637462558,NA,30887,"Chetco","Southern Oregon Coastal","348.2 to 349.6",348.2,349.6,"Enterococcus","Summer",1,2010,"10/1/2010","No action",21,45,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2010","","Geometric mean of 35 Enterococci per 100 ml","11 Beach Advisories issued when single sample exceeded 158 organisms.","2010 Data: 
LASAR 31559 River Mile 348.34 FROM 7/21/2004 To 9/29/2008 3 out of 4 geometric means > 35 organisms; maximum single sample of 3654 organisms.
LASAR 29312 River Mile 348.35 FROM 5/20/2003 To 9/29/2008 2 out of 5 geometric means > 35 organism"
"36",15133,21131,154,"Skipanon Waterway","Skipanon Waterway","","",1239022461912,NA,12161,"Lower Columbia","Lower Columbia","0 to 2.1",0,2.1,"Dissolved Oxygen","Year Round (Non-spawning)",71,2004,"4/25/2006","No action",21,10,"Estuarine water","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Estuarine: Not less than 6.5 mg/l","","Previous Data:  Modeling analysis by Craig Hesterlee in 10/7/2002 DEQ Memo ""Evaluation of impact of current industrial dischargers to Skipanon River estuarine embayment (Skipanon Waterway)"".
[DEQ] LASAR 22312 River Mile 1.6: From 8/26/1999 to 9/6/2000,"
"37",26019,12945,132,"Little North Santiam River","Little North Santiam River","","",1226091447851,NA,9143,"North Santiam","Willamette","0 to 25.2",0,25.2,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[DEQ] LASAR 23849 River Mile 20.6: From 7/29/2000 to 9/3/2000, 16 days with 7-day-average maximum > 16 degrees Celsius.
[BLM - Salem] LASAR 31090 River Mile 8: From 7/3/2000 to 8/31/2001, 22 days with 7-day-average maximum > 16 degrees Cels"
"38",26377,5575,124,"Elk Creek","Elk Creek","","",1235674436327,NA,2104,"Umpqua","Southern Oregon Coastal","0 to 25.9",0,25.9,"pH","Summer",1,2010,"10/29/2010","No action",21,16,"Resident fish and aquatic life; Anadromous fish passage; Water contact recreation; Salmonid fish spawning; Salmonid fish rearing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","pH 6.5 to 8.5","","2004 Data: 
[DEQ] LASAR 11304 River Mile 22.3: From 7/23/2002 to 9/26/2002, 0 out of 6 samples (0%) outside pH criteria range 6.5 to 8.5.
[DEQ] LASAR 25173 River Mile 25.4: From 7/23/2002 to 9/26/2002, 0 out of 6 samples (0%) outside pH criteria range"
"39",28407,20994,154,"South Umpqua River","South Umpqua River","","",1234460432680,NA,10139,"South Umpqua","Southern Oregon Coastal","0 to 68.8",0,68.8,"Dissolved Oxygen","October 15 - May 15",46,2010,"1/29/2013","No action",21,4,"Salmon and steelhead spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Spawning: Not less than 11.0 mg/L or 95% of saturation","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Eight exceedence of the spawning criteria  out of 48 days of sampling between 1/14/99 and 3/7/11 at LASAR station 11522, South Umpqua at Stewart Park Road.

Previous Data:
[DEQ] LASAR 12792 River Mil"
"40",25623,23044,83,"Pacific Ocean","Pacific Ocean","","Short Sand Beach",1240637462558,NA,30950,"Necanicum","Northern Oregon Coastal","40.6 to 41.1",40.6,41.1,"Enterococcus","Summer",1,2010,"10/1/2010","No action",21,45,"Water contact recreation","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 2: Attaining some criteria/uses","Previous Action: Added to database","2012","","Geometric mean of 35 Enterococci per 100 ml","EPA Listed","2010 Data: 
LASAR 29390 River Mile 40.7 FROM 5/27/2003 To 5/26/2009 0 out of 6 geometric means > 35 organisms; maximum single sample of 275 organisms.
LASAR 29389 River Mile 40.9 FROM 5/27/2003 To 5/26/2009 0 out of 6 geometric means > 35 organisms; ma"
"41",27837,12665,132,"North Fork John Day River","North Fork John Day River","","",1196393447553,NA,8205,"North Fork John Day","John Day","56 to 86.3",56,86.3,"Temperature","Year Round (Non-spawning)",71,2010,"3/11/2011","No action",21,33,"Core cold water habitat","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 12/17/2010
John Day River Basin TMDL and WQMP
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/johnday.htm"">John Day River Basin TMDL and WQMP</a>","Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[DEQ] LASAR 25540 River Mile 74.9: From 7/29/2001 to 8/31/2001, 34 days with 7-day-average maximum > 16 degrees Celsius.
[DEQ] LASAR 25544 River Mile 59.6: From 7/28/2001 to 10/27/2001, 52 days with 7-day-average maximum > 16 degrees Celsiu"
"42",28743,19250,76,"Three Rivers","Three Rivers","","",1238734452348,NA,10704,"Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 12.5",0,12.5,"E. Coli","Summer",1,2012,"4/1/2013","Status modification",24,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 2: Attaining some criteria/uses","Previous Action: Added to database","Previous Assessment Year: 2004","TMDL Approved: 05/13/2002
Nestucca Bay Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/wq/tmdls/northcoast.htm#wtns"">Nestucca Bay Watershed TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","Based on EPA analysis of available data for 303(d) additions proposed in March 2012: Exceedences of the geometric mean criteria out of 5 days of sampling at LASAR station 11003, Three Rivers at Hebo Bridge, between 9/5/02 and 9/30/02.    Exceedences of t"
"43",30776,20953,154,"McKay Creek","McKay Creek","","",1230119455224,NA,11877,"Tualatin","Willamette","0 to 15.7",0,15.7,"Dissolved Oxygen","January 1 - May 15",41,2012,"8/13/2014","No status change",13,4,"Resident trout spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Spawning: Not less than 11.0 mg/L or 95% of saturation","Information provided by OR Department of Fish and Wildlife (8/14/2014) indicates resident trout spawning occurs in this stream. The dissolved oxygen spawning criteria are applicable.","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Twenty-four exceedences of the spawning criteria out of 35 days of sampling collection between 5/99 and 4/08 at USGS station 14206180. Five exceedences of the spawning criteria out of 6 days of samplin"
"44",28628,24756,154,"Middle Fork Coquille River","Middle Fork Coquille River","","",1241173430339,NA,2534,"Coquille","Southern Oregon Coastal","0 to 39.6",0,39.6,"Dissolved Oxygen","Year Round (Non-spawning)",71,2010,"1/29/2013","No action",21,7,"","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010","","Cold water: Not less than 8.0 mg/l or 90% of saturation","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Ten exceedences of the cold water aquatic life  criteria  out of 19 days of sampling between 7/17/03 and 10/24/07 at LASAR station 30573, Middle Fork Coquille River at River Mile 33. Three exceedences"
"45",28562,13273,132,"North Fork Yachats River","North Fork Yachats River","","",1239775442973,NA,2423,"Alsea","Northern Oregon Coastal","0 to 6.3",0,6.3,"Temperature","Year Round (Non-spawning)",71,2010,"1/29/2013","No action",21,17,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Status modification - EPA addition to 303(d) list","Previous Assessment Year: 2010","","Rearing: 17.8 C","","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedences of the salmonid rearing criterion (18C) as high as 19.3C in July 2006 and 18.3 in July 2004 at LASAR station 23748, North Fork Yachats River approximately 0.1 mile upstream of Williamson Cr"
"46",15122,21120,154,"Hoquarten Slough","Hoquarten Slough","","",1238665454635,NA,10691,"Wilson-Trask-Nestucca","Northern Oregon Coastal","0 to 2.6",0,2.6,"Dissolved Oxygen","Year Round (Non-spawning)",71,2004,"4/11/2005","No action",21,10,"Estuarine water","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Estuarine: Not less than 6.5 mg/l","","Previous Data:  [DEQ/ODA - Salem] LASAR 13430 River Mile 1.9: From 9/24/1997 to 10/29/1998, 8 out of 10 samples (80%) < 6.5 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 12835 River Mile 0.2: From 9/25/1997 to 9/25/1997, 0 out of 1 samples ("
"47",14173,20881,154,"Deschutes River","Deschutes River","","",1209151456389,NA,11824,"Upper Deschutes","Deschutes","116 to 222.2",116,222.2,"Dissolved Oxygen","January 1 - May 15",41,2004,"7/26/2005","No action",21,4,"Resident trout spawning","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Spawning: Not less than 11.0 mg/L or 95% of saturation","","Previous Data:  [DEQ] LASAR 10509 River Mile 143.5: From 1/23/1996 to 5/1/2002, 0 out of 4 samples (0%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 10508 River Mile 131.7: From 1/10/1994 to 3/18/2003, 0 out of 29 samples (0%) < 11 mg/l and applic"
"48",29323,12065,154,"Willamette River","Willamette River","","",1227618456580,NA,9303,"Upper Willamette; Middle Willamette","Willamette","50.6 to 186.5",50.6,186.5,"Dissolved Oxygen","Year Round (Non-spawning)",71,2012,"6/25/2013","Status modification - Added to 303(d) list",10,8,"Cool-water aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 2: Attaining some criteria/uses","Previous Action: Added to database","Previous Assessment Year: 2004","","Cool water: Not less than 6.5 mg/l","","2012 Data:
[DEQ] STATION 33853 at RM 62.5 from 09/07/2006 to 09/07/2006, 0 of 1 (0%) samples < 6.5 mg/L.
[DEQ] STATION 10344 at RM 72.1 from 06/27/2000 to 08/10/2011, 0 of 50 (0%) samples < 6.5 mg/L.
[DEQ] STATION 25988 at RM 84 from 08/21/2001 to 10/"
"49",30693,20340,40,"Tenmile Lake/Tenmile Lake","Tenmile Lake","Tenmile Lake","",1241746435728,1241367435617,2560,"Coos","Southern Oregon Coastal","0 to 5",0,5,"Chlorophyll a","Summer",1,2012,"6/26/2012","No status change",13,26,"Water contact recreation; Aesthetics; Livestock watering; Water supply; Fishing","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: New Cat 4A: Water quality limited, TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 05/31/2007
Tenmile Lakes Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/southcoast.htm"">Tenmile Lakes Watershed TMDL</a>","Reservoir, river, estuary, non-thermally stratified lake: 0.015 mg/l","EPA analysis re-listed Record 20340 which was approved as Category 4a for 2010 Assessment.  Information consolidated into one Assessment 30693 for Record 20340.
Documented in TMDL to exceed chlorophyll a criteria. TMDL addresses chlorophyll a associated","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Exceedence of the 0.015 mg/l criteria (average value 0.032) at LASAR station 14018, Tenmile Lake at Templeton Arm, between 6/26/06 and 8/21/06, and between 9/25/07 and 9/25/07 (average 0.020mg/l). Exce"
"50",23150,20525,86,"Pony Creek","Pony Creek","","",1242319434076,NA,2597,"Coos","Southern Oregon Coastal","0 to 5.8",0,5.8,"Fecal Coliform","Year Round",3,2004,"4/25/2005","No action",21,2,"Shellfish growing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Fecal coliform median of 14 organisms per 100 ml; no more than 10% > 43 organisms per 100 ml","","Previous Data:  [DEQ] LASAR 25031 River Mile 1.2: From 2/28/2001 to 2/28/2001, 0 out of 1 samples (0%) > 43 organisms; median concentration of 0
[DEQ] LASAR 25034 River Mile 2.1: From 2/28/2001 to 2/28/2001, 0 out of 1 samples (0%) > 43 organisms; media"
"51",26210,13302,132,"Smith River","Smith River","","",1240888437043,NA,11340,"Umpqua","Southern Oregon Coastal","0 to 88.5",0,88.5,"Temperature","Year Round (Non-spawning)",71,2010,"10/29/2010","No action",21,34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 04/12/2007
Umpqua Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/umpqua.htm"">Umpqua Basin TMDL</a>","Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum","","2004 Data: 
[DEQ] LASAR 24121 River Mile 69.4: From 6/27/2000 to 7/14/2000, 14 days with 7-day-average maximum > 18 degrees Celsius.
[DEQ] LASAR 24102 River Mile 77.5: From 6/27/2000 to 7/14/2000, 3 days with 7-day-average maximum > 18 degrees Celsius."
"52",26340,17086,76,"Pringle Creek","Pringle Creek","","",1230450449387,NA,1789,"Middle Willamette","Willamette","0 to 6.2",0,6.2,"E. Coli","Summer",1,2010,"10/29/2010","No action",21,1,"Water contact recreation","Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: Delisted - TMDL approved","Previous Assessment Year: 2010","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>","30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml","","2004 Data: 
[DEQ] LASAR 10655 River Mile 0.4: From 7/15/2002 to 3/7/2003, 0 out of 5 samples (0%) > 406 organisms; maximum 30-day log mean of 0
[DEQ] LASAR 28737 River Mile 0.5: From 7/15/2002 to 3/7/2003, 0 out of 5 samples (0%) > 406 organisms; maxim"
"53",15410,12785,132,"Crescent Creek","Crescent Creek","","",1216517435291,NA,8716,"Little Deschutes","Deschutes","11 to 30.1",11,30.1,"Temperature","Year Round (Non-spawning)",71,2004,"4/14/2005","No action",21,32,"Bull trout spawning and juvenile rearing","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","Previous Assessment Year: 2004","","Bull trout spawning and juvenile rearing: 12.0 degrees Celsius 7-day-average maximum","","Previous Data:  [DEQ/NF - Deschutes] LASAR 25567 River Mile 20.8: From 5/11/2001 to 9/30/2002, 193 days with 7-day-average maximum > 12 degrees Celsius.
[DEQ] LASAR 25829 River Mile 25.8: From 4/20/2001 to 10/5/2001, 135 days with 7-day-average maximum"
"54",30772,24532,154,"Beaverton Creek","Beaverton Creek","","",1228308454934,NA,31566,"Tualatin","Willamette","0 to 9.8",0,9.8,"Dissolved Oxygen","January 1 - May 15",41,2012,"8/13/2014","No status change",13,4,"","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: EPA addition to 303(d) list","Previous Assessment Year: 2010","","Spawning: Not less than 11.0 mg/L or 95% of saturation","Information provided by OR Department of Fish and Wildlife (8/14/2014) indicates resident trout spawning occurs in this stream. The dissolved oxygen spawning criteria are applicable.","2010 Data:
EPA addition to 303(d) list 12/14/2012:  Four exceedences of the spawning criteria  out of 25 days of sampling between 2/24/99 and 4/5/11 at LASAR station 10480, Beaverton Creek at Cornelius Pass Road. Forty-two exceedences out of 57 days of"
